sku,name,description,category,barcode,selling_price,cost_price,tax_rate,stock,min_stock_level,max_stock_level,reorder_point,reorder_quantity,unit_of_measure,supplier_name,supplier_contact,is_active,receipt_number,transaction_date,location_name,quantity,unit_price,discount_amount,tax_amount,payment_method,customer_name,customer_email,customer_phone,cashier_name,notes
ESS-053,Onion Rings 16oz,Alexia Crispy Onion Rings 16oz,Frozen,073410000567,4.49,2.65,8.25,89,6,40,12,20,each,Alexia,orders@alexia.com,true,,,,,,,,,,,,,
ESS-054,Mozzarella Sticks 10oz,Farm Rich Breaded Mozzarella Sticks 10oz,Frozen,073410000574,4.99,2.95,8.25,31,6,40,12,20,each,Farm Rich,orders@farmrich.com,true,,,,,,,,,,,,,
ESS-055,Chicken Nuggets 32oz,Tyson Chicken Nuggets 32oz,Frozen,073410000581,7.99,4.75,8.25,47,6,40,12,20,each,Tyson,orders@tyson.com,true,,,,,,,,,,,,,
ESS-056,Chicken Strips 25oz,Tyson Crispy Chicken Strips 25oz,Frozen,073410000598,7.99,4.75,8.25,39,6,40,12,20,each,Tyson,orders@tyson.com,true,,,,,,,,,,,,,
ESS-057,Chicken Wings Hot 24oz,Tyson Hot Wings 24oz,Frozen,073410000604,8.99,5.35,8.25,44,6,40,12,20,each,Tyson,orders@tyson.com,true,,,,,,,,,,,,,
ESS-058,Buffalo Wings 28oz,Frank's RedHot Buffalo Wings 28oz,Frozen,073410000611,9.99,5.95,8.25,78,4,30,8,15,each,Frank's,orders@franks.com,true,,,,,,,,,,,,,
ESS-059,Fish Sticks 19oz,Gorton's Crunchy Fish Sticks 19oz,Frozen,073410000628,6.99,4.15,8.25,54,6,40,12,20,each,Gorton's,orders@gortons.com,true,,,,,,,,,,,,,
ESS-060,Fish Fillets 18.2oz,Gorton's Beer Battered Fish Fillets 18.2oz,Frozen,073410000635,7.99,4.75,8.25,67,6,40,12,20,each,Gorton's,orders@gortons.com,true,,,,,,,,,,,,,
ESS-061,Shrimp Popcorn 20oz,SeaPak Popcorn Shrimp 20oz,Frozen,073410000642,7.99,4.75,8.25,72,4,30,8,15,each,SeaPak,orders@seapak.com,true,,,,,,,,,,,,,
ESS-062,Vanilla Ice Cream 48oz,Edy's Vanilla Ice Cream 48oz,Frozen,073410000659,5.99,3.55,8.25,28,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-063,Chocolate Ice Cream 48oz,Edy's Chocolate Ice Cream 48oz,Frozen,073410000666,5.99,3.55,8.25,134,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-064,Strawberry Ice Cream 48oz,Edy's Strawberry Ice Cream 48oz,Frozen,073410000673,5.99,3.55,8.25,58,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-065,Mint Chocolate Chip 48oz,Edy's Mint Chocolate Chip 48oz,Frozen,073410000680,5.99,3.55,8.25,92,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-066,Cookies Cream Ice Cream 48oz,Edy's Cookies & Cream 48oz,Frozen,073410000697,5.99,3.55,8.25,156,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-067,Rocky Road Ice Cream 48oz,Edy's Rocky Road 48oz,Frozen,073410000703,5.99,3.55,8.25,84,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-068,Butter Pecan Ice Cream 48oz,Edy's Butter Pecan 48oz,Frozen,073410000710,5.99,3.55,8.25,178,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-069,Neapolitan Ice Cream 48oz,Edy's Neapolitan 48oz,Frozen,073410000727,5.99,3.55,8.25,45,6,40,12,20,each,Edy's,orders@edys.com,true,,,,,,,,,,,,,
ESS-070,Ice Cream Sandwiches 12ct,Blue Ribbon Ice Cream Sandwiches 12ct,Frozen,073410000734,4.99,2.95,8.25,112,8,60,12,30,each,Blue Ribbon,orders@blueribbon.com,true,,,,,,,,,,,,,
ESS-071,Vanilla Ice Cream Bars 6ct,Blue Ribbon Vanilla Bars 6ct,Frozen,073410000741,4.49,2.65,8.25,89,8,60,12,30,each,Blue Ribbon,orders@blueribbon.com,true,,,,,,,,,,,,,
ESS-072,Chocolate Eclair Bars 6ct,Blue Ribbon Eclair Bars 6ct,Frozen,073410000758,4.99,2.95,8.25,76,8,60,12,30,each,Blue Ribbon,orders@blueribbon.com,true,,,,,,,,,,,,,
ESS-073,Fudge Bars 6ct,Fudge Ice Cream Bars 6ct,Frozen,073410000765,3.99,2.35,8.25,34,8,60,12,30,each,Blue Ribbon,orders@blueribbon.com,true,,,,,,,,,,,,,
ESS-074,Fruit Bars Assorted 6ct,Outshine Fruit Bars Assorted 6ct,Frozen,073410000772,4.99,2.95,8.25,15,8,60,12,30,each,Outshine,orders@outshine.com,true,,,,,,,,,,,,,
ESS-075,Popsicle Rainbow 18ct,Popsicle Rainbow Ice Pops 18ct,Frozen,073410000789,5.49,3.25,8.25,18,8,60,12,30,each,Popsicle,orders@popsicle.com,true,,,,,,,,,,,,,
ESS-076,Popsicle Firecracker 18ct,Popsicle Firecracker Ice Pops 18ct,Frozen,073410000796,5.49,3.25,8.25,67,8,60,12,30,each,Popsicle,orders@popsicle.com,true,,,,,,,,,,,,,
ESS-077,Popsicle Fudgsicle 18ct,Popsicle Fudgsicle 18ct,Frozen,073410000802,5.49,3.25,8.25,78,8,60,12,30,each,Popsicle,orders@popsicle.com,true,,,,,,,,,,,,,
ESS-078,Creamsicle Orange 12ct,Creamsicle Orange & Cream 12ct,Frozen,073410000819,4.49,2.65,8.25,34,8,60,12,30,each,Popsicle,orders@popsicle.com,true,,,,,,,,,,,,,
ESS-079,Klondike Bar Original 6ct,Klondike Original Ice Cream Bar 6ct,Frozen,073410000826,5.99,3.55,8.25,28,8,60,12,30,each,Klondike,orders@klondike.com,true,,,,,,,,,,,,,
ESS-080,Klondike Bar Heath 6ct,Klondike Heath Ice Cream Bar 6ct,Frozen,073410000833,6.49,3.85,8.25,45,6,40,12,20,each,Klondike,orders@klondike.com,true,,,,,,,,,,,,,
ESS-081,Drumstick Vanilla 4ct,Drumstick Vanilla Ice Cream Cones 4ct,Frozen,073410000840,5.99,3.55,8.25,67,6,40,12,20,each,Nestle,orders@nestle.com,true,,,,,,,,,,,,,
ESS-082,Drumstick Variety 4ct,Drumstick Variety Ice Cream Cones 4ct,Frozen,073410000857,6.49,3.85,8.25,78,6,40,12,20,each,Nestle,orders@nestle.com,true,,,,,,,,,,,,,
ESS-083,Ben Jerry Cherry Garcia 16oz,Ben & Jerry's Cherry Garcia 16oz,Frozen,073410000864,5.99,3.55,8.25,34,6,40,12,20,each,Ben & Jerry's,orders@benjerry.com,true,,,,,,,,,,,,,
ESS-084,Ben Jerry Chocolate Fudge 16oz,Ben & Jerry's Chocolate Fudge Brownie 16oz,Frozen,073410000871,5.99,3.55,8.25,28,6,40,12,20,each,Ben & Jerry's,orders@benjerry.com,true,,,,,,,,,,,,,
ESS-085,Ben Jerry Phish Food 16oz,Ben & Jerry's Phish Food 16oz,Frozen,073410000888,5.99,3.55,8.25,45,6,40,12,20,each,Ben & Jerry's,orders@benjerry.com,true,,,,,,,,,,,,,
ESS-086,Halo Top Vanilla 16oz,Halo Top Vanilla Bean 16oz,Frozen,073410000895,5.99,3.55,8.25,67,6,40,12,20,each,Halo Top,orders@halotop.com,true,,,,,,,,,,,,,
ESS-087,Halo Top Chocolate 16oz,Halo Top Chocolate 16oz,Frozen,073410000901,5.99,3.55,8.25,78,6,40,12,20,each,Halo Top,orders@halotop.com,true,,,,,,,,,,,,,
ESS-088,Dryer Slow Churned Vanilla 48oz,Dryer's Slow Churned Vanilla 48oz,Frozen,073410000918,5.99,3.55,8.25,34,6,40,12,20,each,Dryer's,orders@dryers.com,true,,,,,,,,,,,,,
ESS-089,Breyers Vanilla 48oz,Breyers Natural Vanilla 48oz,Frozen,073410000925,5.99,3.55,8.25,28,6,40,12,20,each,Breyers,orders@breyers.com,true,,,,,,,,,,,,,
ESS-090,Frozen Vegetables Mixed 12oz,Birds Eye Mixed Vegetables 12oz,Frozen,073410000932,2.49,1.45,8.25,45,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-091,Frozen Corn 12oz,Birds Eye Sweet Corn 12oz,Frozen,073410000949,2.49,1.45,8.25,67,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-092,Frozen Broccoli 12oz,Birds Eye Broccoli Florets 12oz,Frozen,073410000956,2.49,1.45,8.25,78,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-093,Frozen Green Beans 12oz,Birds Eye Cut Green Beans 12oz,Frozen,073410000963,2.49,1.45,8.25,34,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-094,Frozen Peas 12oz,Birds Eye Sweet Peas 12oz,Frozen,073410000970,2.49,1.45,8.25,28,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-095,Frozen Spinach 10oz,Birds Eye Chopped Spinach 10oz,Frozen,073410000987,2.49,1.45,8.25,45,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-096,Frozen Brussels Sprouts 12oz,Birds Eye Brussels Sprouts 12oz,Frozen,073410000994,2.99,1.75,8.25,67,12,80,18,40,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-097,Frozen Berry Medley 12oz,Birds Eye Berry Medley 12oz,Frozen,073410001007,3.49,2.05,8.25,78,8,60,12,30,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-098,Frozen Blueberries 12oz,Birds Eye Blueberries 12oz,Frozen,073410001014,3.49,2.05,8.25,34,8,60,12,30,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-099,Frozen Strawberries 12oz,Birds Eye Strawberries 12oz,Frozen,073410001021,3.49,2.05,8.25,28,8,60,12,30,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
ESS-100,Frozen Peaches 12oz,Birds Eye Sliced Peaches 12oz,Frozen,073410001038,3.49,2.05,8.25,50,8,60,12,30,each,Birds Eye,orders@birdseye.com,true,,,,,,,,,,,,,
CAN-001,Soup Chicken Noodle 10.75oz,Campbell's Chicken Noodle Soup 10.75oz,Canned Goods,051000050011,2.49,1.45,8.25,134,24,200,36,100,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-002,Soup Cream Mushroom 10.75oz,Campbell's Cream of Mushroom 10.75oz,Canned Goods,051000050028,2.49,1.45,8.25,156,24,200,36,100,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-003,Soup Tomato 10.75oz,Campbell's Tomato Soup 10.75oz,Canned Goods,051000050035,2.49,1.45,8.25,178,24,200,36,100,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-004,Soup Vegetable Beef 10.75oz,Campbell's Vegetable Beef 10.75oz,Canned Goods,051000050042,2.49,1.45,8.25,145,24,200,36,100,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-005,Soup Chicken Rice 10.75oz,Campbell's Chicken & Rice 10.75oz,Canned Goods,051000050059,2.49,1.45,8.25,167,24,200,36,100,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-006,Chunky Chicken Noodle 18.6oz,Campbell's Chunky Chicken Noodle 18.6oz,Canned Goods,051000050066,3.49,2.05,8.25,189,18,120,24,60,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-007,Chunky Beef 19oz,Campbell's Chunky Beef with Vegetables 19oz,Canned Goods,051000050073,3.49,2.05,8.25,134,18,120,24,60,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-008,Chunky Chili 19oz,Campbell's Chunky Chili 19oz,Canned Goods,051000050080,3.49,2.05,8.25,156,18,120,24,60,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-009,Progresso Chicken Noodle 19oz,Progresso Chicken Noodle Soup 19oz,Canned Goods,041196050097,3.49,2.05,8.25,178,18,120,24,60,each,Progresso,orders@progresso.com,true,,,,,,,,,,,,,
CAN-010,Progresso Minestrone 19oz,Progresso Minestrone Soup 19oz,Canned Goods,041196050103,3.49,2.05,8.25,145,18,120,24,60,each,Progresso,orders@progresso.com,true,,,,,,,,,,,,,
CAN-011,Progresso Chicken Wild Rice 19oz,Progresso Chicken Wild Rice 19oz,Canned Goods,041196050110,3.49,2.05,8.25,167,18,120,24,60,each,Progresso,orders@progresso.com,true,,,,,,,,,,,,,
CAN-012,SpaghettiOs Original 22oz,SpaghettiOs Original 22oz,Canned Goods,039000050127,2.49,1.45,8.25,234,24,200,36,100,each,SpaghettiOs,orders@spaghettios.com,true,,,,,,,,,,,,,
CAN-013,SpaghettiOs with Meatballs 22oz,SpaghettiOs with Meatballs 22oz,Canned Goods,039000050134,2.99,1.75,8.25,189,18,120,24,60,each,SpaghettiOs,orders@spaghettios.com,true,,,,,,,,,,,,,
CAN-014,Chef Boyardee Ravioli 15oz,Chef Boyardee Beef Ravioli 15oz,Canned Goods,064142050141,2.49,1.45,8.25,245,24,200,36,100,each,Chef Boyardee,orders@chefboyardee.com,true,,,,,,,,,,,,,
CAN-015,Chef Boyardee Spaghetti 15oz,Chef Boyardee Spaghetti & Meatballs 15oz,Canned Goods,064142050158,2.49,1.45,8.25,198,24,200,36,100,each,Chef Boyardee,orders@chefboyardee.com,true,,,,,,,,,,,,,
CAN-016,Chef Boyardee Lasagna 15oz,Chef Boyardee Lasagna 15oz,Canned Goods,064142050165,2.49,1.45,8.25,156,24,200,36,100,each,Chef Boyardee,orders@chefboyardee.com,true,,,,,,,,,,,,,
CAN-017,Spam Classic 12oz,Hormel Spam Classic 12oz,Canned Goods,037600050172,3.99,2.35,8.25,178,12,80,18,40,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-018,Spam Lite 12oz,Hormel Spam Lite 12oz,Canned Goods,037600050189,3.99,2.35,8.25,145,12,80,18,40,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-019,Corned Beef Hash 15oz,Hormel Corned Beef Hash 15oz,Canned Goods,037600050196,3.49,2.05,8.25,167,12,80,18,40,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-020,Dinty Moore Beef Stew 20oz,Dinty Moore Beef Stew 20oz,Canned Goods,037600050202,3.99,2.35,8.25,189,12,80,18,40,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-021,Tuna Chunk Light 5oz,StarKist Chunk Light Tuna 5oz,Canned Goods,048000050219,1.99,1.15,8.25,245,36,300,48,150,each,StarKist,orders@starkist.com,true,,,,,,,,,,,,,
CAN-022,Tuna Solid White 5oz,StarKist Solid White Tuna 5oz,Canned Goods,048000050226,2.49,1.45,8.25,234,36,300,48,150,each,StarKist,orders@starkist.com,true,,,,,,,,,,,,,
CAN-023,Tuna Albacore 5oz,Bumble Bee Albacore Tuna 5oz,Canned Goods,086600050233,2.49,1.45,8.25,178,36,300,48,150,each,Bumble Bee,orders@bumblebee.com,true,,,,,,,,,,,,,
CAN-024,Chicken Breast 12.5oz,Swanson Chicken Breast 12.5oz,Canned Goods,051000050240,3.49,2.05,8.25,145,12,80,18,40,each,Swanson,orders@swanson.com,true,,,,,,,,,,,,,
CAN-025,Vienna Sausages 5oz,Armour Vienna Sausages 5oz,Canned Goods,054000050257,1.49,0.85,8.25,389,36,300,48,150,each,Armour,orders@armour.com,true,,,,,,,,,,,,,
CAN-026,Hot Dog Chili 15oz,Hormel Hot Dog Chili Sauce 15oz,Canned Goods,037600050264,2.49,1.45,8.25,245,24,200,36,100,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-027,Chili No Beans 15oz,Hormel Chili No Beans 15oz,Canned Goods,037600050271,2.99,1.75,8.25,234,18,120,24,60,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-028,Chili with Beans 15oz,Hormel Chili with Beans 15oz,Canned Goods,037600050288,2.99,1.75,8.25,189,18,120,24,60,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-029,Wolf Brand Chili 15oz,Wolf Brand Chili 15oz,Canned Goods,064200050295,2.99,1.75,8.25,167,18,120,24,60,each,Wolf Brand,orders@wolfbrand.com,true,,,,,,,,,,,,,
CAN-030,Baked Beans Original 28oz,Busch's Best Original Baked Beans 28oz,Canned Goods,039400050301,3.49,2.05,8.25,245,12,80,18,40,each,Busch's,orders@buschs.com,true,,,,,,,,,,,,,
CAN-031,Baked Beans Maple 28oz,Busch's Best Maple Cured Baked Beans 28oz,Canned Goods,039400050318,3.49,2.05,8.25,289,12,80,18,40,each,Busch's,orders@buschs.com,true,,,,,,,,,,,,,
CAN-032,Pork Beans 16oz,Campbell's Pork & Beans 16oz,Canned Goods,051000050325,1.99,1.15,8.25,234,24,200,36,100,each,Campbell's,orders@campbells.com,true,,,,,,,,,,,,,
CAN-033,Black Beans 15.5oz,Goya Black Beans 15.5oz,Canned Goods,041331050332,1.79,1.05,8.25,156,24,200,36,100,each,Goya,orders@goya.com,true,,,,,,,,,,,,,
CAN-034,Kidney Beans 15.5oz,Goya Kidney Beans 15.5oz,Canned Goods,041331050349,1.79,1.05,8.25,178,24,200,36,100,each,Goya,orders@goya.com,true,,,,,,,,,,,,,
CAN-035,Pinto Beans 15.5oz,Goya Pinto Beans 15.5oz,Canned Goods,041331050356,1.79,1.05,8.25,145,24,200,36,100,each,Goya,orders@goya.com,true,,,,,,,,,,,,,
CAN-036,Garbanzo Beans 15.5oz,Goya Chick Peas 15.5oz,Canned Goods,041331050363,1.79,1.05,8.25,167,24,200,36,100,each,Goya,orders@goya.com,true,,,,,,,,,,,,,
CAN-037,Diced Tomatoes 14.5oz,Hunt's Diced Tomatoes 14.5oz,Canned Goods,039400050370,1.99,1.15,8.25,245,24,200,36,100,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-038,Tomato Sauce 8oz,Hunt's Tomato Sauce 8oz,Canned Goods,039400050387,0.99,0.55,8.25,389,48,400,60,200,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-039,Tomato Paste 6oz,Hunt's Tomato Paste 6oz,Canned Goods,039400050394,1.29,0.75,8.25,456,36,300,48,150,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-040,Whole Tomatoes 28oz,Hunt's Whole Peeled Tomatoes 28oz,Canned Goods,039400050400,2.49,1.45,8.25,234,18,120,24,60,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-041,Crushed Tomatoes 28oz,Hunt's Crushed Tomatoes 28oz,Canned Goods,039400050417,2.49,1.45,8.25,289,18,120,24,60,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-042,Tomato Puree 29oz,Hunt's Tomato Puree 29oz,Canned Goods,039400050424,2.49,1.45,8.25,167,18,120,24,60,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-043,Pasta Sauce Traditional 24oz,Prego Traditional Pasta Sauce 24oz,Canned Goods,051500050431,3.49,2.05,8.25,245,12,80,18,40,each,Prego,orders@prego.com,true,,,,,,,,,,,,,
CAN-044,Pasta Sauce Meat 24oz,Prego Meat Flavored Pasta Sauce 24oz,Canned Goods,051500050448,3.99,2.35,8.25,289,12,80,18,40,each,Prego,orders@prego.com,true,,,,,,,,,,,,,
CAN-045,Pasta Sauce Mushroom 24oz,Prego Mushroom Pasta Sauce 24oz,Canned Goods,051500050455,3.99,2.35,8.25,234,12,80,18,40,each,Prego,orders@prego.com,true,,,,,,,,,,,,,
CAN-046,Pasta Sauce Traditional 24oz,Ragu Traditional Pasta Sauce 24oz,Canned Goods,036200050462,3.49,2.05,8.25,156,12,80,18,40,each,Ragu,orders@ragu.com,true,,,,,,,,,,,,,
CAN-047,Pasta Sauce Chunky 24oz,Ragu Chunky Garden Style 24oz,Canned Goods,036200050479,3.99,2.35,8.25,178,12,80,18,40,each,Ragu,orders@ragu.com,true,,,,,,,,,,,,,
CAN-048,Pasta Sauce Alfredo 16oz,Ragu Classic Alfredo Sauce 16oz,Canned Goods,036200050486,2.99,1.75,8.25,145,18,120,24,60,each,Ragu,orders@ragu.com,true,,,,,,,,,,,,,
CAN-049,Pizza Sauce 14oz,Hunt's Tomato Sauce for Pizza 14oz,Canned Goods,039400050493,1.99,1.15,8.25,167,24,200,36,100,each,Hunt's,orders@hunts.com,true,,,,,,,,,,,,,
CAN-050,Salsa Mild 16oz,Pace Mild Picante Sauce 16oz,Canned Goods,041565050509,3.49,2.05,8.25,245,12,80,18,40,each,Pace,orders@pace.com,true,,,,,,,,,,,,,
CAN-051,Salsa Medium 16oz,Pace Medium Picante Sauce 16oz,Canned Goods,041565050516,3.49,2.05,8.25,289,12,80,18,40,each,Pace,orders@pace.com,true,,,,,,,,,,,,,
CAN-052,Salsa Hot 16oz,Pace Hot Picante Sauce 16oz,Canned Goods,041565050523,3.49,2.05,8.25,234,12,80,18,40,each,Pace,orders@pace.com,true,,,,,,,,,,,,,
CAN-053,Green Chiles 4oz,Ortega Diced Green Chiles 4oz,Canned Goods,039100050530,1.49,0.85,8.25,145,36,300,48,150,each,Ortega,orders@ortega.com,true,,,,,,,,,,,,,
CAN-054,Jalapenos Sliced 12oz,La Costena Sliced Jalapenos 12oz,Canned Goods,041200050547,2.49,1.45,8.25,167,24,200,36,100,each,La Costena,orders@lacostena.com,true,,,,,,,,,,,,,
CAN-055,Olives Black 6oz,Lindsay Large Black Ripe Olives 6oz,Canned Goods,044900050554,1.99,1.15,8.25,245,24,200,36,100,each,Lindsay,orders@lindsay.com,true,,,,,,,,,,,,,
CAN-056,Olives Green 5.75oz,Lindsay Spanish Manzanilla Olives 5.75oz,Canned Goods,044900050561,2.49,1.45,8.25,289,18,120,24,60,each,Lindsay,orders@lindsay.com,true,,,,,,,,,,,,,
CAN-057,Pickles Dill 24oz,Vlasic Kosher Dill Spears 24oz,Canned Goods,054300050578,3.99,2.35,8.25,234,12,80,18,40,each,Vlasic,orders@vlasic.com,true,,,,,,,,,,,,,
CAN-058,Pickles Bread & Butter 24oz,Vlasic Bread & Butter Chips 24oz,Canned Goods,054300050585,3.99,2.35,8.25,156,12,80,18,40,each,Vlasic,orders@vlasic.com,true,,,,,,,,,,,,,
CAN-059,Pickles Relish 10oz,Heinz Sweet Relish 10oz,Canned Goods,013900050592,2.49,1.45,8.25,178,18,120,24,60,each,Heinz,orders@heinz.com,true,,,,,,,,,,,,,
CAN-060,Sauerkraut 14.5oz,Libby's Crispy Sauerkraut 14.5oz,Canned Goods,039400050608,2.49,1.45,8.25,145,18,120,24,60,each,Libby's,orders@libbys.com,true,,,,,,,,,,,,,
CAN-061,Beef Stew 20oz,Dinty Moore Beef Stew 20oz,Canned Goods,037600050615,3.99,2.35,8.25,167,12,80,18,40,each,Hormel,orders@hormel.com,true,,,,,,,,,,,,,
CAN-062,Chicken Noodle 10.75oz,Swanson Chicken Noodle Soup 10.75oz,Canned Goods,051000050622,2.49,1.45,8.25,245,24,200,36,100,each,Swanson,orders@swanson.com,true,,,,,,,,,,,,,
CAN-063,Chicken Broth 32oz,Swanson Chicken Broth 32oz,Canned Goods,051000050639,3.49,2.05,8.25,289,12,80,18,40,each,Swanson,orders@swanson.com,true,,,,,,,,,,,,,
CAN-064,Beef Broth 32oz,Swanson Beef Broth 32oz,Canned Goods,051000050646,3.49,2.05,8.25,234,12,80,18,40,each,Swanson,orders@swanson.com,true,,,,,,,,,,,,,
CAN-065,Vegetable Broth 32oz,Swanson Vegetable Broth 32oz,Canned Goods,051000050653,3.49,2.05,8.25,156,12,80,18,40,each,Swanson,orders@swanson.com,true,,,,,,,,,,,,,
CAN-066,Coconut Milk 13.5oz,Goya Coconut Milk 13.5oz,Canned Goods,041331050660,2.49,1.45,8.25,178,18,120,24,60,each,Goya,orders@goya.com,true,,,,,,,,,,,,,
CAN-067,Evaporated Milk 12oz,Carnation Evaporated Milk 12oz,Canned Goods,028000050677,2.49,1.45,8.25,145,18,120,24,60,each,Carnation,orders@carnation.com,true,,,,,,,,,,,,,
CAN-068,Sweetened Condensed 14oz,Eagle Brand Sweetened Condensed Milk 14oz,Canned Goods,024200050684,3.99,2.35,8.25,167,12,80,18,40,each,Eagle Brand,orders@eaglebrand.com,true,,,,,,,,,,,,,
CAN-069,Pumpkin Puree 15oz,Libby's 100% Pure Pumpkin 15oz,Canned Goods,039400050691,2.49,1.45,8.25,245,18,120,24,60,each,Libby's,orders@libbys.com,true,,,,,,,,,,,,,
CAN-070,Cranberry Sauce 14oz,Ocean Spray Jellied Cranberry Sauce 14oz,Canned Goods,031200050707,2.49,1.45,8.25,289,18,120,24,60,each,Ocean Spray,orders@oceanspray.com,true,,,,,,,,,,,,,
CAN-071,Apple Pie Filling 21oz,Comstock Apple Pie Filling 21oz,Canned Goods,041200050714,3.99,2.35,8.25,234,12,80,18,40,each,Comstock,orders@comstock.com,true,,,,,,,,,,,,,
CAN-072,Cherry Pie Filling 21oz,Comstock Cherry Pie Filling 21oz,Canned Goods,041200050721,3.99,2.35,8.25,156,12,80,18,40,each,Comstock,orders@comstock.com,true,,,,,,,,,,,,,
CAN-073,Fruit Cocktail 15oz,Del Monte Fruit Cocktail 15oz,Canned Goods,024000050738,2.49,1.45,8.25,178,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-074,Sliced Peaches 15oz,Del Monte Sliced Yellow Peaches 15oz,Canned Goods,024000050745,2.49,1.45,8.25,145,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-075,Pineapple Chunks 20oz,Del Monte Pineapple Chunks 20oz,Canned Goods,024000050752,2.99,1.75,8.25,167,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-076,Mandarin Oranges 15oz,Del Monte Mandarin Oranges 15oz,Canned Goods,024000050769,2.49,1.45,8.25,245,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-077,Pears Halves 15oz,Del Monte Pear Halves 15oz,Canned Goods,024000050776,2.49,1.45,8.25,289,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-078,Peas Sweet 15oz,Del Monte Sweet Peas 15oz,Canned Goods,024000050783,1.99,1.15,8.25,234,24,200,36,100,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-079,Green Beans Cut 14.5oz,Del Monte Cut Green Beans 14.5oz,Canned Goods,024000050790,1.99,1.15,8.25,156,24,200,36,100,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-080,Corn Whole Kernel 15.25oz,Del Monte Whole Kernel Corn 15.25oz,Canned Goods,024000050806,1.99,1.15,8.25,178,24,200,36,100,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-081,Carrots Sliced 14.5oz,Del Monte Sliced Carrots 14.5oz,Canned Goods,024000050813,1.99,1.15,8.25,145,24,200,36,100,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-082,Beets Sliced 15oz,Del Monte Sliced Beets 15oz,Canned Goods,024000050820,2.49,1.45,8.25,167,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-083,Spinach 13.5oz,Del Monte Leaf Spinach 13.5oz,Canned Goods,024000050837,2.49,1.45,8.25,245,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
